IMAGE_NAME,TYPE_OF_OBJECTS,OBJECT_NAME,BACKGROUND,DEVICE_NAME,DATA_TYPE
IMG_20240219_115811.jpg,5,FilmCapacitor_1 LDRSensor_3 MLCCapacitor_5 MotorDriver_1 SonarSensor_1,Wooden,REDMI,Train
IMG_20240219_115821.jpg,5,FilmCapacitor_1 LDRSensor_3 MLCCapacitor_5 MotorDriver_1 SonarSensor_1,Wooden,REDMI,Train
IMG_20240219_115941.jpg,6,FilmCapacitor_1 GasSensor_2 LDRSensor_1 MLCCapacitor_3 MotorDriver_1 SonarSensor_1,Wooden,REDMI,Train
IMG_20240219_115948.jpg,4,GasSensor_2 LDRSensor_1 MotorDriver_1 SonarSensor_1,Wooden,REDMI,Valid
IMG_20240219_120205.jpg,2,GasSensor_2 SonarSensor_2,Wooden,REDMI,Train
IMG_20240219_120209.jpg,2,GasSensor_2 SonarSensor_2,Wooden,REDMI,Valid
IMG_20240219_120213.jpg,2,GasSensor_2 SonarSensor_2,Wooden,REDMI,Valid
IMG20240219113638.jpg,6,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_4 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Train
IMG20240219113726.jpg,6,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_4 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Train
IMG20240219113811.jpg,4,LDRSensor_3 MLCCapacitor_4 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Train
IMG20240219113827.jpg,4,LDRSensor_3 MLCCapacitor_4 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Train
IMG20240219113846.jpg,5,LDRSensor_3 MLCCapacitor_4 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Valid
IMG20240219113926.jpg,5,FilmCapacitor_2 GasSensor_2 LDRSensor_3 MLCCapacitor_5 SonarSensor_1,Wooden,ONEPLUS_NORD,Test
IMG20240219114137.jpg,4,FilmCapacitor_1 GasSensor_2 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Test
IMG20240219114212.jpg,2,GasSensor_2 SonarSensor_2,Wooden,ONEPLUS_NORD,Valid
IMG20240219114248.jpg,2,LDRSensor_3 MLCCapacitor_5,Wooden,ONEPLUS_NORD,Train
IMG20240219114301.jpg,2,LDRSensor_3 MLCCapacitor_5,Wooden,ONEPLUS_NORD,Train
IMG20240219114447.jpg,5,FilmCapacitor_1 GasSensor_1 LDRSensor_3 MLCCapacitor_3 SonarSensor_1,Wooden,ONEPLUS_NORD,Train
IMG20240219114702.jpg,4,FilmCapacitor_2 GasSensor_1 MotorDriver_1 SonarSensor_1,Tile,ONEPLUS_NORD,Train
IMG20240219114753.jpg,5,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_2 SonarSensor_1,Tile,ONEPLUS_NORD,Train
IMG20240219114836.jpg,3,FilmCapacitor_3 LDRSensor_1 MLCCapacitor_3,Tile,ONEPLUS_NORD,Valid
IMG20240219115229.jpg,6,FilmCapacitor_3 GasSensor_1 LDRSensor_2 MLCCapacitor_5 MotorDriver_1 SonarSensor_3,Black,ONEPLUS_NORD,Train
IMG20240219120243.jpg,5,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_2 SonarSensor_1,Black,ONEPLUS_NORD,Train
IMG20240219120325.jpg,6,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_2 MotorDriver_1 SonarSensor_1,Black,ONEPLUS_NORD,Train
IMG20240219113649.jpg,6,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_4 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Test
IMG20240219113715.jpg,6,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_4 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Train
IMG20240219113745.jpg,6,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_3 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Valid
IMG20240219113831.jpg,4,LDRSensor_3 MLCCapacitor_4 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Test
IMG20240219114019.jpg,6,FilmCapacitor_1 GasSensor_2 LDRSensor_3 MLCCapacitor_5 MotorDriver_1 SonarSensor_1,Wooden,ONEPLUS_NORD,Train
IMG20240219114129.jpg,4,FilmCapacitor_1 GasSensor_2 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Train
IMG20240219114134.jpg,4,FilmCapacitor_1 GasSensor_2 MotorDriver_1 SonarSensor_2,Wooden,ONEPLUS_NORD,Train
IMG20240219114308.jpg,2,LDRSensor_3 MLCCapacitor_5,Wooden,ONEPLUS_NORD,Train
IMG20240219114504.jpg,5,FilmCapacitor_1 GasSensor_1 LDRSensor_2 MLCCapacitor_4 MotorDriver_1,Wooden,ONEPLUS_NORD,Valid
IMG20240219114926.jpg,4,FilmCapacitor_1 GasSensor_1 LDRSensor_2 MLCCapacitor_4,Tile,ONEPLUS_NORD,Train
IMG20240219114955.jpg,5,FilmCapacitor_1 GasSensor_1 LDRSensor_2 MLCCapacitor_4 SonarSensor_1,Tile,ONEPLUS_NORD,Train
IMG20240219115245.jpg,6,FilmCapacitor_3 GasSensor_2 LDRSensor_2 MLCCapacitor_5 MotorDriver_1 SonarSensor_2,Black,ONEPLUS_NORD,Train
IMG20240219115331.jpg,4,FilmCapacitor_2 LDRSensor_3 MLCCapacitor_4 SonarSensor_2,Black,ONEPLUS_NORD,Train
IMG20240219115446.jpg,2,LDRSensor_2 MLCCapacitor_4,Black,ONEPLUS_NORD,Train
IMG20240219120257.jpg,5,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_2 MotorDriver_1,Black,ONEPLUS_NORD,Train
IMG20240219120330.jpg,6,FilmCapacitor_2 GasSensor_1 LDRSensor_1 MLCCapacitor_2 MotorDriver_1 SonarSensor_1,Black,ONEPLUS_NORD,Valid
IMG_20240220_114159.jpg,6,BluetoothModule_2 Diode_3 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Test
IMG_20240220_114205.jpg,6,BluetoothModule_2 Diode_3 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114220.jpg,5,BluetoothModule_1 Diode_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114312.jpg,5,BluetoothModule_2 Diode_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114332.jpg,5,BluetoothModule_2 Diode_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114533.jpg,4,BluetoothModule_2 FuseBase_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114617.jpg,6,BluetoothModule_2 Diode_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114627.jpg,6,BluetoothModule_2 Diode_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114642.jpg,6,BluetoothModule_2 Diode_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114647.jpg,6,BluetoothModule_2 Diode_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114731.jpg,6,BluetoothModule_2 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2,Wooden,REDMI,Train
IMG_20240220_114740.jpg,5,BluetoothModule_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2,Wooden,REDMI,Train
IMG_20240220_114924.jpg,7,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114936.jpg,7,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Test
IMG_20240220_115021.jpg,7,BluetoothModule_1 Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_115044.jpg,4,BluetoothModule_1 Diode_1 Fuse_1 HighVoltageCeramicCpacitor_1,Wooden,REDMI,Train
IMG_20240220_115047.jpg,4,BluetoothModule_1 Diode_1 Fuse_1 HighVoltageCeramicCpacitor_1,Wooden,REDMI,Train
IMG_20240220_115051.jpg,4,BluetoothModule_1 Diode_1 Fuse_1 HighVoltageCeramicCpacitor_1,Wooden,REDMI,Test
IMG_20240220_115123.jpg,5,BluetoothModule_1 Diode_1 Fuse_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_115127.jpg,5,BluetoothModule_1 Diode_1 Fuse_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Test
IMG_20240220_115132.jpg,5,BluetoothModule_1 Diode_1 Fuse_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_115211.jpg,4,BluetoothModule_1 Fuse_1 FuseBase_1 HighVoltageCeramicCpacitor_1,Tile,REDMI,Train
IMG_20240220_115215.jpg,4,BluetoothModule_1 Fuse_1 FuseBase_1 HighVoltageCeramicCpacitor_1,Tile,REDMI,Valid
IMG_20240220_115224.jpg,4,BluetoothModule_1 Fuse_1 FuseBase_1 HighVoltageCeramicCpacitor_1,Tile,REDMI,Train
IMG_20240220_115229.jpg,4,BluetoothModule_1 Fuse_1 FuseBase_1 HighVoltageCeramicCpacitor_1,Tile,REDMI,Train
IMG_20240220_115315.jpg,5,Diode_1 Fuse_1 FuseBase_1 HeatSink_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_115321.jpg,5,Diode_1 Fuse_1 FuseBase_1 HeatSink_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_115430.jpg,5,BluetoothModule_2 Diode_3 FuseBase_1 HeatSink_1 RFIDScanner_1,Tile,REDMI,Valid
IMG_20240220_115458.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Valid
IMG_20240220_115502.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Test
IMG_20240220_115527.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Valid
IMG_20240220_115533.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_115539.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Test
IMG_20240220_115715.jpg,6,BluetoothModule_2 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_115756.jpg,6,BluetoothModule_2 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_115903.jpg,6,BluetoothModule_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_115924.jpg,5,BluetoothModule_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCapacitor_1,Tile,REDMI,Train
IMG_20240220_115930.jpg,5,BluetoothModule_2 Fuse_1 FuseBase_1 HighVoltageCeramicCapacitor_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_120015.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Valid
IMG_20240220_120029.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Tile,REDMI,Valid
IMG_20240220_120248.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_120308.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_120351.jpg,5,BluetoothModule_1 Diode_2 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Tile,REDMI,Valid
IMG_20240220_120413.jpg,6,BluetoothModule_1 Diode_3 Fuse_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Valid
IMG_20240220_120505.jpg,6,BluetoothModule_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_120508.jpg,6,BluetoothModule_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_120515.jpg,6,BluetoothModule_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_120532.jpg,6,BluetoothModule_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Valid
IMG_20240220_120903.jpg,7,BluetoothModule_1 Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Valid
IMG_20240220_120907.jpg,7,BluetoothModule_1 Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Tile,REDMI,Train
IMG_20240220_121114.jpg,3,Diode_2 HighVoltageCeramicCapacitor_1 RFIDScanner_1,Black,REDMI,Train
IMG_20240220_121133.jpg,3,Diode_2 HighVoltageCeramicCapacitor_1 RFIDScanner_1,Black,REDMI,Train
IMG_20240220_121143.jpg,3,Diode_2 HighVoltageCeramicCapacitor_1 RFIDScanner_1,Black,REDMI,Train
IMG_20240220_121153.jpg,3,Diode_2 HighVoltageCeramicCapacitor_1 RFIDScanner_1,Black,REDMI,Test
IMG_20240220_121201.jpg,3,Diode_1 HighVoltageCeramicCapacitor_1 RFIDScanner_1,Black,REDMI,Train
IMG_20240220_121242.jpg,3,BluetoothModule_1 HighVoltageCeramicCapacitor_1 RFIDScanner_1,Black,REDMI,Train
IMG_20240220_121252.jpg,1,RFIDScanner_1,Black,REDMI,Train
IMG_20240220_121303.jpg,3,BluetoothModule_1 Diode_1 HighVoltageCeramicCapacitor_1,Black,REDMI,Train
IMG_20240220_121328.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Black,REDMI,Train
IMG_20240220_121334.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Black,REDMI,Train
IMG_20240220_121422.jpg,5,BluetoothModule_1 Diode_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1,Black,REDMI,Valid
IMG_20240220_121525.jpg,4,BluetoothModule_2 Fuse_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Black,REDMI,Train
IMG_20240220_121637.jpg,3,BluetoothModule_2 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Black,REDMI,Train
IMG_20240220_121746.jpg,3,Diode_3 Fuse_1 HighVoltageCeramicCapacitor_1,Black,REDMI,Train
IMG_20240220_121913.jpg,3,FuseBase_1 HeatSink_1 RFIDScanner_1,Wooden,REDMI,Valid
IMG_20240220_121918.jpg,3,FuseBase_1 HeatSink_1 RFIDScanner_1,Wooden,REDMI,Valid
IMG_20240220_121957.jpg,6,Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_122017.jpg,6,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2,Wooden,REDMI,Train
IMG_20240220_114213.jpg,3,BluetoothModule_1 HeatSink_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114230.jpg,6,BluetoothModule_2 Diode_3 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114237.jpg,6,BluetoothModule_2 Diode_3 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Valid
IMG_20240220_114318.jpg,5,BluetoothModule_2 Diode_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114326.jpg,5,BluetoothModule_2 Diode_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114541.jpg,4,BluetoothModule_2 FuseBase_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114554.jpg,4,BluetoothModule_2 FuseBase_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114621.jpg,6,BluetoothModule_2 Diode_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114725.jpg,6,BluetoothModule_2 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2,Wooden,REDMI,Valid
IMG_20240220_114746.jpg,6,BluetoothModule_2 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2,Wooden,REDMI,Train
IMG_20240220_114750.jpg,6,BluetoothModule_2 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2,Wooden,REDMI,Train
IMG_20240220_114919.jpg,7,BluetoothModule_1 Diode_1 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Train
IMG_20240220_114930.jpg,5,BluetoothModule_1 Diode_1 FuseBase_1 HighVoltageCeramicCpacitor_2 RFIDScanner_1,Wooden,REDMI,Test
IMG_20240220_115006.jpg,7,BluetoothModule_1 Diode_2 Fuse_1 FuseBase_1 HeatSink_1 HighVoltageCeramicCpacitor_1 RFIDScanner_1,Wooden,REDMI,Train
